first_name,fname,FName,given_name,frst_name,name_first,FirstName,First_Nm,given_nm,fn,last_name,lname,LastName,surname,family_name,lastnme,lst_name,sn,family_nm,customer_id,cust_id,client_id,user_id,account_id,id_customer,custid,ClientID,usr_id,acnt_id,customer_no,cust_no,email,email_address,e_mail,mail_addr,emial,contact_email,email_id,mail,primary_email,phone_number,mobile,tel,phone_no,contact_phone,phn,mobile_number,cell,telephone,created_date,registration_date,signup_date,create_dt,reg_date,date_created,created_on,join_date,address,street_address,addr,location,home_address,street_addr,addrs,status,account_status,user_status,stat,acc_status,amount,total_amount,amt,payment_amount,bill_amt,value,price,notes,description,comment,temp_col,extra_field
Bob,Bob,Bob,Bob,Bob,Bob,Bob,Bob,Bob,Bob,Brown,Brown,Brown,Brown,Brown,Brown,Brown,Brown,Brown,82592,82592,82592,82592,82592,82592,82592,82592,82592,82592,82592,82592,bob.brown@example.com,bob.brown@example.com,bob.brown@example.com,bob.brown@example.com,bob.brown@example.com,bob.brown@example.com,bob.brown@example.com,bob.brown@example.com,bob.brown@example.com,555-8943,555-8943,555-8943,555-8943,555-8943,555-8943,555-8943,555-8943,555-8943,2023-04-02,2023-04-02,2023-04-02,2023-04-02,2023-04-02,2023-04-02,2023-04-02,2023-04-02,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,active,active,active,active,active,2818.1239288534794,2818.1239288534794,2818.1239288534794,2818.1239288534794,2818.1239288534794,2818.1239288534794,2818.1239288534794,Note A,Desc 2,Comment X,17,X
David,David,David,David,David,David,David,David,David,David,Davis,Davis,Davis,Davis,Davis,Davis,Davis,Davis,Davis,87052,87052,87052,87052,87052,87052,87052,87052,87052,87052,87052,87052,david.davis@example.com,david.davis@example.com,david.davis@example.com,david.davis@example.com,david.davis@example.com,david.davis@example.com,david.davis@example.com,david.davis@example.com,david.davis@example.com,555-7891,555-7891,555-7891,555-7891,555-7891,555-7891,555-7891,555-7891,555-7891,2023-04-03,2023-04-03,2023-04-03,2023-04-03,2023-04-03,2023-04-03,2023-04-03,2023-04-03,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,suspended,suspended,suspended,suspended,suspended,2362.9469759115386,2362.9469759115386,2362.9469759115386,2362.9469759115386,2362.9469759115386,2362.9469759115386,2362.9469759115386,Note B,Desc 1,Comment X,70,X
Bob,Bob,Bob,Bob,Bob,Bob,Bob,Bob,Bob,Bob,Lee,Lee,Lee,Lee,Lee,Lee,Lee,Lee,Lee,54261,54261,54261,54261,54261,54261,54261,54261,54261,54261,54261,54261,bob.lee@example.com,bob.lee@example.com,bob.lee@example.com,bob.lee@example.com,bob.lee@example.com,bob.lee@example.com,bob.lee@example.com,bob.lee@example.com,bob.lee@example.com,555-7738,555-7738,555-7738,555-7738,555-7738,555-7738,555-7738,555-7738,555-7738,2023-04-04,2023-04-04,2023-04-04,2023-04-04,2023-04-04,2023-04-04,2023-04-04,2023-04-04,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,active,active,active,active,active,2720.7317008918913,2720.7317008918913,2720.7317008918913,2720.7317008918913,2720.7317008918913,2720.7317008918913,2720.7317008918913,Note A,Desc 1,Comment Y,4,X
Bob,Bob,Bob,Bob,Bob,Bob,Bob,Bob,Bob,Bob,Brown,Brown,Brown,Brown,Brown,Brown,Brown,Brown,Brown,11542,11542,11542,11542,11542,11542,11542,11542,11542,11542,11542,11542,bob.brown@example.com,bob.brown@example.com,bob.brown@example.com,bob.brown@example.com,bob.brown@example.com,bob.brown@example.com,bob.brown@example.com,bob.brown@example.com,bob.brown@example.com,555-3472,555-3472,555-3472,555-3472,555-3472,555-3472,555-3472,555-3472,555-3472,2023-04-05,2023-04-05,2023-04-05,2023-04-05,2023-04-05,2023-04-05,2023-04-05,2023-04-05,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,inactive,inactive,inactive,inactive,inactive,804.6362340135297,804.6362340135297,804.6362340135297,804.6362340135297,804.6362340135297,804.6362340135297,804.6362340135297,Note A,Desc 2,Comment Y,20,Y
Frank,Frank,Frank,Frank,Frank,Frank,Frank,Frank,Frank,Frank,Lee,Lee,Lee,Lee,Lee,Lee,Lee,Lee,Lee,31677,31677,31677,31677,31677,31677,31677,31677,31677,31677,31677,31677,frank.lee@example.com,frank.lee@example.com,frank.lee@example.com,frank.lee@example.com,frank.lee@example.com,frank.lee@example.com,frank.lee@example.com,frank.lee@example.com,frank.lee@example.com,555-3739,555-3739,555-3739,555-3739,555-3739,555-3739,555-3739,555-3739,555-3739,2023-04-06,2023-04-06,2023-04-06,2023-04-06,2023-04-06,2023-04-06,2023-04-06,2023-04-06,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,active,active,active,active,active,1026.4692338886084,1026.4692338886084,1026.4692338886084,1026.4692338886084,1026.4692338886084,1026.4692338886084,1026.4692338886084,Note B,Desc 1,Comment X,47,X
David,David,David,David,David,David,David,David,David,David,Smith,Smith,Smith,Smith,Smith,Smith,Smith,Smith,Smith,56732,56732,56732,56732,56732,56732,56732,56732,56732,56732,56732,56732,david.smith@example.com,david.smith@example.com,david.smith@example.com,david.smith@example.com,david.smith@example.com,david.smith@example.com,david.smith@example.com,david.smith@example.com,david.smith@example.com,555-6401,555-6401,555-6401,555-6401,555-6401,555-6401,555-6401,555-6401,555-6401,2023-04-07,2023-04-07,2023-04-07,2023-04-07,2023-04-07,2023-04-07,2023-04-07,2023-04-07,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,active,active,active,active,active,464.9108071268965,464.9108071268965,464.9108071268965,464.9108071268965,464.9108071268965,464.9108071268965,464.9108071268965,Note B,Desc 2,Comment X,91,X
Frank,Frank,Frank,Frank,Frank,Frank,Frank,Frank,Frank,Frank,Smith,Smith,Smith,Smith,Smith,Smith,Smith,Smith,Smith,60343,60343,60343,60343,60343,60343,60343,60343,60343,60343,60343,60343,frank.smith@example.com,frank.smith@example.com,frank.smith@example.com,frank.smith@example.com,frank.smith@example.com,frank.smith@example.com,frank.smith@example.com,frank.smith@example.com,frank.smith@example.com,555-2761,555-2761,555-2761,555-2761,555-2761,555-2761,555-2761,555-2761,555-2761,2023-04-08,2023-04-08,2023-04-08,2023-04-08,2023-04-08,2023-04-08,2023-04-08,2023-04-08,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,inactive,inactive,inactive,inactive,inactive,776.7536104239523,776.7536104239523,776.7536104239523,776.7536104239523,776.7536104239523,776.7536104239523,776.7536104239523,Note B,Desc 2,Comment X,15,Y
Grace,Grace,Grace,Grace,Grace,Grace,Grace,Grace,Grace,Grace,Brown,Brown,Brown,Brown,Brown,Brown,Brown,Brown,Brown,49081,49081,49081,49081,49081,49081,49081,49081,49081,49081,49081,49081,grace.brown@example.com,grace.brown@example.com,grace.brown@example.com,grace.brown@example.com,grace.brown@example.com,grace.brown@example.com,grace.brown@example.com,grace.brown@example.com,grace.brown@example.com,555-1876,555-1876,555-1876,555-1876,555-1876,555-1876,555-1876,555-1876,555-1876,2023-04-09,2023-04-09,2023-04-09,2023-04-09,2023-04-09,2023-04-09,2023-04-09,2023-04-09,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,active,active,active,active,active,2273.9312366803606,2273.9312366803606,2273.9312366803606,2273.9312366803606,2273.9312366803606,2273.9312366803606,2273.9312366803606,Note A,Desc 2,Comment Y,70,Y
Grace,Grace,Grace,Grace,Grace,Grace,Grace,Grace,Grace,Grace,Brown,Brown,Brown,Brown,Brown,Brown,Brown,Brown,Brown,72856,72856,72856,72856,72856,72856,72856,72856,72856,72856,72856,72856,grace.brown@example.com,grace.brown@example.com,grace.brown@example.com,grace.brown@example.com,grace.brown@example.com,grace.brown@example.com,grace.brown@example.com,grace.brown@example.com,grace.brown@example.com,555-4812,555-4812,555-4812,555-4812,555-4812,555-4812,555-4812,555-4812,555-4812,2023-04-10,2023-04-10,2023-04-10,2023-04-10,2023-04-10,2023-04-10,2023-04-10,2023-04-10,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,suspended,suspended,suspended,suspended,suspended,2656.468424703998,2656.468424703998,2656.468424703998,2656.468424703998,2656.468424703998,2656.468424703998,2656.468424703998,Note A,Desc 2,Comment X,47,Y
Frank,Frank,Frank,Frank,Frank,Frank,Frank,Frank,Frank,Frank,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,98858,98858,98858,98858,98858,98858,98858,98858,98858,98858,98858,98858,frank.wilson@example.com,frank.wilson@example.com,frank.wilson@example.com,frank.wilson@example.com,frank.wilson@example.com,frank.wilson@example.com,frank.wilson@example.com,frank.wilson@example.com,frank.wilson@example.com,555-2460,555-2460,555-2460,555-2460,555-2460,555-2460,555-2460,555-2460,555-2460,2023-04-11,2023-04-11,2023-04-11,2023-04-11,2023-04-11,2023-04-11,2023-04-11,2023-04-11,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,active,active,active,active,active,99.13084346681367,99.13084346681367,99.13084346681367,99.13084346681367,99.13084346681367,99.13084346681367,99.13084346681367,Note B,Desc 2,Comment Y,78,Y
Grace,Grace,Grace,Grace,Grace,Grace,Grace,Grace,Grace,Grace,Davis,Davis,Davis,Davis,Davis,Davis,Davis,Davis,Davis,29065,29065,29065,29065,29065,29065,29065,29065,29065,29065,29065,29065,grace.davis@example.com,grace.davis@example.com,grace.davis@example.com,grace.davis@example.com,grace.davis@example.com,grace.davis@example.com,grace.davis@example.com,grace.davis@example.com,grace.davis@example.com,555-2733,555-2733,555-2733,555-2733,555-2733,555-2733,555-2733,555-2733,555-2733,2023-04-12,2023-04-12,2023-04-12,2023-04-12,2023-04-12,2023-04-12,2023-04-12,2023-04-12,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,inactive,inactive,inactive,inactive,inactive,3986.021161041497,3986.021161041497,3986.021161041497,3986.021161041497,3986.021161041497,3986.021161041497,3986.021161041497,Note B,Desc 1,Comment X,75,X
David,David,David,David,David,David,David,David,David,David,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,93460,93460,93460,93460,93460,93460,93460,93460,93460,93460,93460,93460,david.wilson@example.com,david.wilson@example.com,david.wilson@example.com,david.wilson@example.com,david.wilson@example.com,david.wilson@example.com,david.wilson@example.com,david.wilson@example.com,david.wilson@example.com,555-2605,555-2605,555-2605,555-2605,555-2605,555-2605,555-2605,555-2605,555-2605,2023-04-13,2023-04-13,2023-04-13,2023-04-13,2023-04-13,2023-04-13,2023-04-13,2023-04-13,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,suspended,suspended,suspended,suspended,suspended,1477.8981869839547,1477.8981869839547,1477.8981869839547,1477.8981869839547,1477.8981869839547,1477.8981869839547,1477.8981869839547,Note B,Desc 2,Comment X,9,Y
Alice,Alice,Alice,Alice,Alice,Alice,Alice,Alice,Alice,Alice,Davis,Davis,Davis,Davis,Davis,Davis,Davis,Davis,Davis,98092,98092,98092,98092,98092,98092,98092,98092,98092,98092,98092,98092,alice.davis@example.com,alice.davis@example.com,alice.davis@example.com,alice.davis@example.com,alice.davis@example.com,alice.davis@example.com,alice.davis@example.com,alice.davis@example.com,alice.davis@example.com,555-6622,555-6622,555-6622,555-6622,555-6622,555-6622,555-6622,555-6622,555-6622,2023-04-14,2023-04-14,2023-04-14,2023-04-14,2023-04-14,2023-04-14,2023-04-14,2023-04-14,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,inactive,inactive,inactive,inactive,inactive,4560.061814449956,4560.061814449956,4560.061814449956,4560.061814449956,4560.061814449956,4560.061814449956,4560.061814449956,Note B,Desc 1,Comment X,90,Y
Frank,Frank,Frank,Frank,Frank,Frank,Frank,Frank,Frank,Frank,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,64693,64693,64693,64693,64693,64693,64693,64693,64693,64693,64693,64693,frank.wilson@example.com,frank.wilson@example.com,frank.wilson@example.com,frank.wilson@example.com,frank.wilson@example.com,frank.wilson@example.com,frank.wilson@example.com,frank.wilson@example.com,frank.wilson@example.com,555-7767,555-7767,555-7767,555-7767,555-7767,555-7767,555-7767,555-7767,555-7767,2023-04-15,2023-04-15,2023-04-15,2023-04-15,2023-04-15,2023-04-15,2023-04-15,2023-04-15,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,inactive,inactive,inactive,inactive,inactive,4837.881205432751,4837.881205432751,4837.881205432751,4837.881205432751,4837.881205432751,4837.881205432751,4837.881205432751,Note B,Desc 1,Comment X,16,X
Eva,Eva,Eva,Eva,Eva,Eva,Eva,Eva,Eva,Eva,Lee,Lee,Lee,Lee,Lee,Lee,Lee,Lee,Lee,36962,36962,36962,36962,36962,36962,36962,36962,36962,36962,36962,36962,eva.lee@example.com,eva.lee@example.com,eva.lee@example.com,eva.lee@example.com,eva.lee@example.com,eva.lee@example.com,eva.lee@example.com,eva.lee@example.com,eva.lee@example.com,555-7986,555-7986,555-7986,555-7986,555-7986,555-7986,555-7986,555-7986,555-7986,2023-04-16,2023-04-16,2023-04-16,2023-04-16,2023-04-16,2023-04-16,2023-04-16,2023-04-16,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,pending,pending,pending,pending,pending,935.4397846365051,935.4397846365051,935.4397846365051,935.4397846365051,935.4397846365051,935.4397846365051,935.4397846365051,Note B,Desc 2,Comment X,69,X
Eva,Eva,Eva,Eva,Eva,Eva,Eva,Eva,Eva,Eva,Brown,Brown,Brown,Brown,Brown,Brown,Brown,Brown,Brown,38295,38295,38295,38295,38295,38295,38295,38295,38295,38295,38295,38295,eva.brown@example.com,eva.brown@example.com,eva.brown@example.com,eva.brown@example.com,eva.brown@example.com,eva.brown@example.com,eva.brown@example.com,eva.brown@example.com,eva.brown@example.com,555-4517,555-4517,555-4517,555-4517,555-4517,555-4517,555-4517,555-4517,555-4517,2023-04-17,2023-04-17,2023-04-17,2023-04-17,2023-04-17,2023-04-17,2023-04-17,2023-04-17,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,pending,pending,pending,pending,pending,2315.8654809206464,2315.8654809206464,2315.8654809206464,2315.8654809206464,2315.8654809206464,2315.8654809206464,2315.8654809206464,Note A,Desc 2,Comment X,61,Y
Bob,Bob,Bob,Bob,Bob,Bob,Bob,Bob,Bob,Bob,Smith,Smith,Smith,Smith,Smith,Smith,Smith,Smith,Smith,23807,23807,23807,23807,23807,23807,23807,23807,23807,23807,23807,23807,bob.smith@example.com,bob.smith@example.com,bob.smith@example.com,bob.smith@example.com,bob.smith@example.com,bob.smith@example.com,bob.smith@example.com,bob.smith@example.com,bob.smith@example.com,555-4735,555-4735,555-4735,555-4735,555-4735,555-4735,555-4735,555-4735,555-4735,2023-04-18,2023-04-18,2023-04-18,2023-04-18,2023-04-18,2023-04-18,2023-04-18,2023-04-18,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,inactive,inactive,inactive,inactive,inactive,16.14685748046518,16.14685748046518,16.14685748046518,16.14685748046518,16.14685748046518,16.14685748046518,16.14685748046518,Note A,Desc 2,Comment Y,10,X
Grace,Grace,Grace,Grace,Grace,Grace,Grace,Grace,Grace,Grace,Davis,Davis,Davis,Davis,Davis,Davis,Davis,Davis,Davis,52348,52348,52348,52348,52348,52348,52348,52348,52348,52348,52348,52348,grace.davis@example.com,grace.davis@example.com,grace.davis@example.com,grace.davis@example.com,grace.davis@example.com,grace.davis@example.com,grace.davis@example.com,grace.davis@example.com,grace.davis@example.com,555-9434,555-9434,555-9434,555-9434,555-9434,555-9434,555-9434,555-9434,555-9434,2023-04-19,2023-04-19,2023-04-19,2023-04-19,2023-04-19,2023-04-19,2023-04-19,2023-04-19,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,inactive,inactive,inactive,inactive,inactive,2995.6530529609104,2995.6530529609104,2995.6530529609104,2995.6530529609104,2995.6530529609104,2995.6530529609104,2995.6530529609104,Note A,Desc 2,Comment X,50,Y
Eva,Eva,Eva,Eva,Eva,Eva,Eva,Eva,Eva,Eva,Davis,Davis,Davis,Davis,Davis,Davis,Davis,Davis,Davis,36432,36432,36432,36432,36432,36432,36432,36432,36432,36432,36432,36432,eva.davis@example.com,eva.davis@example.com,eva.davis@example.com,eva.davis@example.com,eva.davis@example.com,eva.davis@example.com,eva.davis@example.com,eva.davis@example.com,eva.davis@example.com,555-3590,555-3590,555-3590,555-3590,555-3590,555-3590,555-3590,555-3590,555-3590,2023-04-20,2023-04-20,2023-04-20,2023-04-20,2023-04-20,2023-04-20,2023-04-20,2023-04-20,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,inactive,inactive,inactive,inactive,inactive,3040.4591768307296,3040.4591768307296,3040.4591768307296,3040.4591768307296,3040.4591768307296,3040.4591768307296,3040.4591768307296,Note B,Desc 2,Comment Y,3,Y
Bob,Bob,Bob,Bob,Bob,Bob,Bob,Bob,Bob,Bob,Smith,Smith,Smith,Smith,Smith,Smith,Smith,Smith,Smith,93285,93285,93285,93285,93285,93285,93285,93285,93285,93285,93285,93285,bob.smith@example.com,bob.smith@example.com,bob.smith@example.com,bob.smith@example.com,bob.smith@example.com,bob.smith@example.com,bob.smith@example.com,bob.smith@example.com,bob.smith@example.com,555-2063,555-2063,555-2063,555-2063,555-2063,555-2063,555-2063,555-2063,555-2063,2023-04-21,2023-04-21,2023-04-21,2023-04-21,2023-04-21,2023-04-21,2023-04-21,2023-04-21,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,pending,pending,pending,pending,pending,1245.224378460842,1245.224378460842,1245.224378460842,1245.224378460842,1245.224378460842,1245.224378460842,1245.224378460842,Note B,Desc 1,Comment X,77,X
Alice,Alice,Alice,Alice,Alice,Alice,Alice,Alice,Alice,Alice,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,67854,67854,67854,67854,67854,67854,67854,67854,67854,67854,67854,67854,alice.wilson@example.com,alice.wilson@example.com,alice.wilson@example.com,alice.wilson@example.com,alice.wilson@example.com,alice.wilson@example.com,alice.wilson@example.com,alice.wilson@example.com,alice.wilson@example.com,555-5324,555-5324,555-5324,555-5324,555-5324,555-5324,555-5324,555-5324,555-5324,2023-04-22,2023-04-22,2023-04-22,2023-04-22,2023-04-22,2023-04-22,2023-04-22,2023-04-22,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,pending,pending,pending,pending,pending,2796.4792361901577,2796.4792361901577,2796.4792361901577,2796.4792361901577,2796.4792361901577,2796.4792361901577,2796.4792361901577,Note B,Desc 2,Comment X,94,X
David,David,David,David,David,David,David,David,David,David,Davis,Davis,Davis,Davis,Davis,Davis,Davis,Davis,Davis,50262,50262,50262,50262,50262,50262,50262,50262,50262,50262,50262,50262,david.davis@example.com,david.davis@example.com,david.davis@example.com,david.davis@example.com,david.davis@example.com,david.davis@example.com,david.davis@example.com,david.davis@example.com,david.davis@example.com,555-6342,555-6342,555-6342,555-6342,555-6342,555-6342,555-6342,555-6342,555-6342,2023-04-23,2023-04-23,2023-04-23,2023-04-23,2023-04-23,2023-04-23,2023-04-23,2023-04-23,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,active,active,active,active,active,1135.4453107942397,1135.4453107942397,1135.4453107942397,1135.4453107942397,1135.4453107942397,1135.4453107942397,1135.4453107942397,Note B,Desc 2,Comment Y,70,Y
David,David,David,David,David,David,David,David,David,David,Lee,Lee,Lee,Lee,Lee,Lee,Lee,Lee,Lee,47080,47080,47080,47080,47080,47080,47080,47080,47080,47080,47080,47080,david.lee@example.com,david.lee@example.com,david.lee@example.com,david.lee@example.com,david.lee@example.com,david.lee@example.com,david.lee@example.com,david.lee@example.com,david.lee@example.com,555-1005,555-1005,555-1005,555-1005,555-1005,555-1005,555-1005,555-1005,555-1005,2023-04-24,2023-04-24,2023-04-24,2023-04-24,2023-04-24,2023-04-24,2023-04-24,2023-04-24,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,active,active,active,active,active,812.5190907001685,812.5190907001685,812.5190907001685,812.5190907001685,812.5190907001685,812.5190907001685,812.5190907001685,Note B,Desc 1,Comment X,81,Y
David,David,David,David,David,David,David,David,David,David,Brown,Brown,Brown,Brown,Brown,Brown,Brown,Brown,Brown,11324,11324,11324,11324,11324,11324,11324,11324,11324,11324,11324,11324,david.brown@example.com,david.brown@example.com,david.brown@example.com,david.brown@example.com,david.brown@example.com,david.brown@example.com,david.brown@example.com,david.brown@example.com,david.brown@example.com,555-8489,555-8489,555-8489,555-8489,555-8489,555-8489,555-8489,555-8489,555-8489,2023-04-25,2023-04-25,2023-04-25,2023-04-25,2023-04-25,2023-04-25,2023-04-25,2023-04-25,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,inactive,inactive,inactive,inactive,inactive,3261.0821393433007,3261.0821393433007,3261.0821393433007,3261.0821393433007,3261.0821393433007,3261.0821393433007,3261.0821393433007,Note B,Desc 1,Comment Y,51,Y
